Age,Club,Club Logo,Flag,ID,Name,Nationality,Overall,Photo,Potential,Special,EUR_value,EUR_wage
22,Motherwell,https://cdn.sofifa.org/24/18/teams/83.png,https://cdn.sofifa.org/flags/14.png,210425,E. Plummer,England,58,https://cdn.sofifa.org/48/18/players/210425.png,65,1401,150000.0,1000.0
23,Columbus Crew SC,https://cdn.sofifa.org/24/18/teams/687.png,https://cdn.sofifa.org/flags/95.png,237305,L. Ketterer,United States,58,https://cdn.sofifa.org/48/18/players/237305.png,63,971,120000.0,1000.0
18,West Bromwich Albion,https://cdn.sofifa.org/24/18/teams/109.png,https://cdn.sofifa.org/flags/14.png,238073,K. Jameson,England,58,https://cdn.sofifa.org/48/18/players/238073.png,68,1313,160000.0,4000.0
21,Rot-Weiß Erfurt,https://cdn.sofifa.org/24/18/teams/100424.png,https://cdn.sofifa.org/flags/21.png,240377,W. Sarr,Germany,58,https://cdn.sofifa.org/48/18/players/240377.png,68,1450,180000.0,1000.0
24,Heracles Almelo,https://cdn.sofifa.org/24/18/teams/100634.png,https://cdn.sofifa.org/flags/34.png,215546,M. Brouwer,Netherlands,58,https://cdn.sofifa.org/48/18/players/215546.png,63,934,120000.0,1000.0
30,Barnet,https://cdn.sofifa.org/24/18/teams/135.png,https://cdn.sofifa.org/flags/14.png,163578,C. Weston,England,58,https://cdn.sofifa.org/48/18/players/163578.png,58,1661,120000.0,2000.0
25,Finn Harps,https://cdn.sofifa.org/24/18/teams/111131.png,https://cdn.sofifa.org/flags/25.png,231674,C. Coll,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/231674.png,61,1488,130000.0,1000.0
18,AEK Athens,https://cdn.sofifa.org/24/18/teams/278.png,https://cdn.sofifa.org/flags/22.png,239867,G. Giannoutsos,Greece,58,https://cdn.sofifa.org/48/18/players/239867.png,70,1478,180000.0,1000.0
32,Djurgårdens IF,https://cdn.sofifa.org/24/18/teams/710.png,https://cdn.sofifa.org/flags/46.png,187899,A. Jawo,Sweden,58,https://cdn.sofifa.org/48/18/players/187899.png,58,1669,100000.0,1000.0
23,FC Admira Wacker Mödling,https://cdn.sofifa.org/24/18/teams/111821.png,https://cdn.sofifa.org/flags/4.png,219644,P. Posch,Austria,58,https://cdn.sofifa.org/48/18/players/219644.png,64,1466,150000.0,1000.0
20,FC Nordsjælland,https://cdn.sofifa.org/24/18/teams/1788.png,https://cdn.sofifa.org/flags/13.png,233212,A. Skovgaard,Denmark,58,https://cdn.sofifa.org/48/18/players/233212.png,68,1285,180000.0,2000.0
27,AFC Eskilstuna,https://cdn.sofifa.org/24/18/teams/112171.png,https://cdn.sofifa.org/flags/133.png,237052,C. Omeje,Nigeria,58,https://cdn.sofifa.org/48/18/players/237052.png,59,1344,150000.0,1000.0
33,Limerick FC,https://cdn.sofifa.org/24/18/teams/111285.png,https://cdn.sofifa.org/flags/25.png,155901,J. O'Flynn,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/155901.png,58,1420,80000.0,1000.0
25,,https://cdn.sofifa.org/flags/159.png,https://cdn.sofifa.org/flags/159.png,231933,R. Borges,India,58,https://cdn.sofifa.org/48/18/players/231933.png,64,1430,0.0,0.0
29,Foggia,https://cdn.sofifa.org/24/18/teams/110911.png,https://cdn.sofifa.org/flags/27.png,193789,E. Calderini,Italy,58,https://cdn.sofifa.org/48/18/players/193789.png,58,1469,120000.0,1000.0
23,Terek Grozny,https://cdn.sofifa.org/24/18/teams/110109.png,https://cdn.sofifa.org/flags/40.png,201214,A. Akhyadov,Russia,58,https://cdn.sofifa.org/48/18/players/201214.png,64,1484,180000.0,4000.0
22,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,https://cdn.sofifa.org/flags/25.png,213502,R. Cornwall,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/213502.png,65,1382,150000.0,1000.0
21,St. Patrick's Athletic,https://cdn.sofifa.org/24/18/teams/423.png,https://cdn.sofifa.org/flags/25.png,221951,J. O'Hanlon,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/221951.png,66,1384,190000.0,1000.0
18,Sparta Rotterdam,https://cdn.sofifa.org/24/18/teams/100646.png,https://cdn.sofifa.org/flags/34.png,240895,D. Luydens,Netherlands,58,https://cdn.sofifa.org/48/18/players/240895.png,73,1440,240000.0,1000.0
29,Newport County,https://cdn.sofifa.org/24/18/teams/112254.png,https://cdn.sofifa.org/flags/25.png,183807,P. Amond,Republic of Ireland,58,https://cdn.sofifa.org/48/18/players/183807.png,58,1437,130000.0,2000.0
21,Wellington Phoenix,https://cdn.sofifa.org/24/18/teams/111766.png,https://cdn.sofifa.org/flags/198.png,219392,A. Rufer,New Zealand,57,https://cdn.sofifa.org/48/18/players/219392.png,65,1490,150000.0,1000.0
19,Fulham,https://cdn.sofifa.org/24/18/teams/144.png,https://cdn.sofifa.org/flags/208.png,229377,M. Kaït,Estonia,57,https://cdn.sofifa.org/48/18/players/229377.png,70,1490,190000.0,3000.0
24,Vegalta Sendai,https://cdn.sofifa.org/24/18/teams/112836.png,https://cdn.sofifa.org/flags/163.png,232449,K. Ishikawa,Japan,57,https://cdn.sofifa.org/48/18/players/232449.png,61,859,100000.0,1000.0
17,Crystal Palace,https://cdn.sofifa.org/24/18/teams/1799.png,https://cdn.sofifa.org/flags/14.png,237825,N. Kirby,England,57,https://cdn.sofifa.org/48/18/players/237825.png,74,1459,210000.0,4000.0
20,SKN St. Pölten,https://cdn.sofifa.org/24/18/teams/112075.png,https://cdn.sofifa.org/flags/4.png,239873,A. Sobczyk,Austria,57,https://cdn.sofifa.org/48/18/players/239873.png,72,1374,230000.0,3000.0
20,FC Ural,https://cdn.sofifa.org/24/18/teams/111264.png,https://cdn.sofifa.org/flags/40.png,228099,A. Shubin,Russia,57,https://cdn.sofifa.org/48/18/players/228099.png,72,1002,190000.0,2000.0
19,Antalyaspor,https://cdn.sofifa.org/24/18/teams/741.png,https://cdn.sofifa.org/flags/48.png,241155,H. Y?lmaz,Turkey,57,https://cdn.sofifa.org/48/18/players/241155.png,70,1541,190000.0,2000.0
19,Crotone,https://cdn.sofifa.org/24/18/teams/110734.png,https://cdn.sofifa.org/flags/27.png,236292,G. Cuomo,Italy,57,https://cdn.sofifa.org/48/18/players/236292.png,71,1203,200000.0,1000.0
22,Sportfreunde Lotte,https://cdn.sofifa.org/24/18/teams/110700.png,https://cdn.sofifa.org/flags/21.png,238596,D. Brock,Germany,57,https://cdn.sofifa.org/48/18/players/238596.png,63,1493,140000.0,1000.0
20,Luton Town,https://cdn.sofifa.org/24/18/teams/1923.png,https://cdn.sofifa.org/flags/14.png,230149,J. Senior,England,57,https://cdn.sofifa.org/48/18/players/230149.png,70,1429,180000.0,2000.0
23,Korona Kielce,https://cdn.sofifa.org/24/18/teams/111083.png,https://cdn.sofifa.org/flags/37.png,237829,M. Smolarczyk,Poland,57,https://cdn.sofifa.org/48/18/players/237829.png,63,1416,140000.0,1000.0
21,Orlando Pirates,https://cdn.sofifa.org/24/18/teams/110930.png,https://cdn.sofifa.org/flags/140.png,238086,Y. Maart,South Africa,57,https://cdn.sofifa.org/48/18/players/238086.png,67,1480,170000.0,1000.0
24,Galway United,https://cdn.sofifa.org/24/18/teams/1571.png,https://cdn.sofifa.org/flags/25.png,207623,G. Shanahan,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/207623.png,62,1524,140000.0,1000.0
20,Everton,https://cdn.sofifa.org/24/18/teams/7.png,https://cdn.sofifa.org/flags/14.png,224263,J. Kenny,England,57,https://cdn.sofifa.org/48/18/players/224263.png,72,1501,200000.0,8000.0
24,New York Red Bulls,https://cdn.sofifa.org/24/18/teams/689.png,https://cdn.sofifa.org/flags/18.png,240647,V. Bezecourt,France,57,https://cdn.sofifa.org/48/18/players/240647.png,64,1574,150000.0,1000.0
24,Randers FC,https://cdn.sofifa.org/24/18/teams/1786.png,https://cdn.sofifa.org/flags/13.png,204298,F. Due,Denmark,57,https://cdn.sofifa.org/48/18/players/204298.png,63,984,100000.0,1000.0
20,FC Luzern,https://cdn.sofifa.org/24/18/teams/897.png,https://cdn.sofifa.org/flags/47.png,228874,R. Arnold,Switzerland,57,https://cdn.sofifa.org/48/18/players/228874.png,71,1462,210000.0,1000.0
27,Newport County,https://cdn.sofifa.org/24/18/teams/112254.png,https://cdn.sofifa.org/flags/14.png,184843,B. Tozer,England,57,https://cdn.sofifa.org/48/18/players/184843.png,57,1591,90000.0,2000.0
27,Sligo Rovers,https://cdn.sofifa.org/24/18/teams/563.png,https://cdn.sofifa.org/flags/25.png,201485,S. Sharkey,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/201485.png,58,1354,100000.0,1000.0
21,Bradford City,https://cdn.sofifa.org/24/18/teams/1804.png,https://cdn.sofifa.org/flags/14.png,236557,O. Patrick,England,57,https://cdn.sofifa.org/48/18/players/236557.png,67,1460,170000.0,2000.0
19,Deportivo Toluca,https://cdn.sofifa.org/24/18/teams/1882.png,https://cdn.sofifa.org/flags/83.png,239629,A. Medina,Mexico,57,https://cdn.sofifa.org/48/18/players/239629.png,71,1495,220000.0,2000.0
21,Club América,https://cdn.sofifa.org/24/18/teams/1879.png,https://cdn.sofifa.org/flags/83.png,233742,J. León,Mexico,57,https://cdn.sofifa.org/48/18/players/233742.png,68,902,140000.0,4000.0
20,Amiens SC Football,https://cdn.sofifa.org/24/18/teams/1816.png,https://cdn.sofifa.org/flags/18.png,234511,G. Banaziak,France,57,https://cdn.sofifa.org/48/18/players/234511.png,69,867,150000.0,1000.0
28,Bray Wanderers,https://cdn.sofifa.org/24/18/teams/838.png,https://cdn.sofifa.org/flags/25.png,186384,K. Moore,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/186384.png,57,1504,100000.0,1000.0
36,Rochdale,https://cdn.sofifa.org/24/18/teams/1955.png,https://cdn.sofifa.org/flags/14.png,11793,S. Collis,England,57,https://cdn.sofifa.org/48/18/players/11793.png,57,1038,10000.0,1000.0
19,Lechia Gda?sk,https://cdn.sofifa.org/24/18/teams/111091.png,https://cdn.sofifa.org/flags/37.png,239633,F. Schikowski,Poland,57,https://cdn.sofifa.org/48/18/players/239633.png,68,1518,170000.0,1000.0
25,SønderjyskE,https://cdn.sofifa.org/24/18/teams/1447.png,https://cdn.sofifa.org/flags/13.png,205074,N. Ritter,Denmark,57,https://cdn.sofifa.org/48/18/players/205074.png,62,1555,110000.0,2000.0
28,Al Taawoun,https://cdn.sofifa.org/24/18/teams/112393.png,https://cdn.sofifa.org/flags/183.png,191506,A. Al Suhail,Saudi Arabia,57,https://cdn.sofifa.org/48/18/players/191506.png,57,1497,100000.0,3000.0
26,Galway United,https://cdn.sofifa.org/24/18/teams/1571.png,https://cdn.sofifa.org/flags/25.png,203539,K. Devaney,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/203539.png,57,1482,110000.0,1000.0
24,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,https://cdn.sofifa.org/flags/25.png,219667,D. Byrne,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/219667.png,61,1361,110000.0,1000.0
20,Djurgårdens IF,https://cdn.sofifa.org/24/18/teams/710.png,https://cdn.sofifa.org/flags/36.png,233491,J. Kristoffersen,Norway,57,https://cdn.sofifa.org/48/18/players/233491.png,67,1339,170000.0,1000.0
23,,https://cdn.sofifa.org/flags/159.png,https://cdn.sofifa.org/flags/159.png,223764,N. Das,India,57,https://cdn.sofifa.org/48/18/players/223764.png,64,1422,0.0,0.0
23,AC Horsens,https://cdn.sofifa.org/24/18/teams/1446.png,https://cdn.sofifa.org/flags/21.png,239636,A. Okosun,Germany,57,https://cdn.sofifa.org/48/18/players/239636.png,64,1510,140000.0,2000.0
21,FC Admira Wacker Mödling,https://cdn.sofifa.org/24/18/teams/111821.png,https://cdn.sofifa.org/flags/4.png,222997,M. Maier,Austria,57,https://cdn.sofifa.org/48/18/players/222997.png,68,1462,180000.0,1000.0
20,Ventforet Kofu,https://cdn.sofifa.org/24/18/teams/113162.png,https://cdn.sofifa.org/flags/163.png,232981,S. Kumagai,Japan,57,https://cdn.sofifa.org/48/18/players/232981.png,68,1508,180000.0,1000.0
18,Crotone,https://cdn.sofifa.org/24/18/teams/110734.png,https://cdn.sofifa.org/flags/27.png,228374,M. Nicoletti,Italy,57,https://cdn.sofifa.org/48/18/players/228374.png,72,1435,190000.0,1000.0
19,Kalmar FF,https://cdn.sofifa.org/24/18/teams/1439.png,https://cdn.sofifa.org/flags/46.png,231190,C. Johansson,Sweden,57,https://cdn.sofifa.org/48/18/players/231190.png,69,1494,180000.0,1000.0
21,Al Fayha,https://cdn.sofifa.org/24/18/teams/113057.png,https://cdn.sofifa.org/flags/183.png,239126,M. Al Baqawi,Saudi Arabia,57,https://cdn.sofifa.org/48/18/players/239126.png,68,1422,160000.0,4000.0
23,Fortuna Düsseldorf,https://cdn.sofifa.org/24/18/teams/110636.png,https://cdn.sofifa.org/flags/48.png,228631,K. Akca,Turkey,57,https://cdn.sofifa.org/48/18/players/228631.png,64,1557,140000.0,3000.0
19,Oldham Athletic,https://cdn.sofifa.org/24/18/teams/1920.png,https://cdn.sofifa.org/flags/14.png,228888,G. Edmundson,England,57,https://cdn.sofifa.org/48/18/players/228888.png,69,1338,160000.0,1000.0
23,Vegalta Sendai,https://cdn.sofifa.org/24/18/teams/112836.png,https://cdn.sofifa.org/flags/163.png,232472,K. Fujimura,Japan,57,https://cdn.sofifa.org/48/18/players/232472.png,64,1514,140000.0,1000.0
18,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/14.png,236568,B. Austin,England,57,https://cdn.sofifa.org/48/18/players/236568.png,77,838,170000.0,3000.0
20,AIK Solna,https://cdn.sofifa.org/24/18/teams/433.png,https://cdn.sofifa.org/flags/52.png,240152,A. Gómez,Argentina,57,https://cdn.sofifa.org/48/18/players/240152.png,65,1300,130000.0,1000.0
20,Club Atlético Lanús,https://cdn.sofifa.org/24/18/teams/110395.png,https://cdn.sofifa.org/flags/52.png,241176,L. Vera,Argentina,57,https://cdn.sofifa.org/48/18/players/241176.png,65,1550,150000.0,2000.0
22,Kashiwa Reysol,https://cdn.sofifa.org/24/18/teams/101145.png,https://cdn.sofifa.org/flags/163.png,237338,T. Hashiguchi,Japan,57,https://cdn.sofifa.org/48/18/players/237338.png,62,1136,120000.0,2000.0
17,Chesterfield,https://cdn.sofifa.org/24/18/teams/1924.png,https://cdn.sofifa.org/flags/14.png,238362,C. Wakefield,England,57,https://cdn.sofifa.org/48/18/players/238362.png,75,1517,200000.0,1000.0
25,Al Taawoun,https://cdn.sofifa.org/24/18/teams/112393.png,https://cdn.sofifa.org/flags/183.png,228379,S. Al Ghamdi,Saudi Arabia,57,https://cdn.sofifa.org/48/18/players/228379.png,61,1026,100000.0,2000.0
21,SpVgg Unterhaching,https://cdn.sofifa.org/24/18/teams/172.png,https://cdn.sofifa.org/flags/21.png,240155,M. Rosenzweig,Germany,57,https://cdn.sofifa.org/48/18/players/240155.png,65,1391,130000.0,1000.0
18,Crewe Alexandra,https://cdn.sofifa.org/24/18/teams/121.png,https://cdn.sofifa.org/flags/14.png,237341,S. Stubbs,England,57,https://cdn.sofifa.org/48/18/players/237341.png,74,1332,190000.0,1000.0
19,Werder Bremen II,https://cdn.sofifa.org/24/18/teams/110694.png,https://cdn.sofifa.org/flags/21.png,239647,M. Krol,Germany,57,https://cdn.sofifa.org/48/18/players/239647.png,69,1453,180000.0,1000.0
20,Viking FK,https://cdn.sofifa.org/24/18/teams/300.png,https://cdn.sofifa.org/flags/36.png,227616,A. Wichne,Norway,57,https://cdn.sofifa.org/48/18/players/227616.png,70,1045,160000.0,1000.0
20,Adelaide United,https://cdn.sofifa.org/24/18/teams/111393.png,https://cdn.sofifa.org/flags/195.png,218401,M. Ochieng,Australia,57,https://cdn.sofifa.org/48/18/players/218401.png,65,1471,130000.0,1000.0
18,VfL Bochum,https://cdn.sofifa.org/24/18/teams/160.png,https://cdn.sofifa.org/flags/21.png,237601,U. Bapoh,Germany,57,https://cdn.sofifa.org/48/18/players/237601.png,77,1474,210000.0,2000.0
28,Ternana,https://cdn.sofifa.org/24/18/teams/570.png,https://cdn.sofifa.org/flags/27.png,239649,D. Marino,Italy,57,https://cdn.sofifa.org/48/18/players/239649.png,57,1235,80000.0,1000.0
18,Morecambe,https://cdn.sofifa.org/24/18/teams/357.png,https://cdn.sofifa.org/flags/14.png,240673,C. Lang,England,57,https://cdn.sofifa.org/48/18/players/240673.png,72,1344,220000.0,1000.0
20,Ettifaq FC,https://cdn.sofifa.org/24/18/teams/112096.png,https://cdn.sofifa.org/flags/183.png,229922,O. Al Khalaf,Saudi Arabia,57,https://cdn.sofifa.org/48/18/players/229922.png,70,1557,180000.0,2000.0
23,AC Ajaccio,https://cdn.sofifa.org/24/18/teams/614.png,https://cdn.sofifa.org/flags/18.png,223011,F. Sollacaro,France,57,https://cdn.sofifa.org/48/18/players/223011.png,64,937,110000.0,1000.0
20,Ventforet Kofu,https://cdn.sofifa.org/24/18/teams/113162.png,https://cdn.sofifa.org/flags/163.png,232995,K. Mori,Japan,57,https://cdn.sofifa.org/48/18/players/232995.png,71,1462,230000.0,1000.0
20,SV Wehen Wiesbaden,https://cdn.sofifa.org/24/18/teams/492.png,https://cdn.sofifa.org/flags/117.png,238629,M. Akoto,Ghana,57,https://cdn.sofifa.org/48/18/players/238629.png,71,1285,210000.0,1000.0
19,Asociacion Deportivo Cali,https://cdn.sofifa.org/24/18/teams/101102.png,https://cdn.sofifa.org/flags/56.png,231207,J. Lucumi,Colombia,57,https://cdn.sofifa.org/48/18/players/231207.png,75,1338,200000.0,1000.0
19,AZ Alkmaar,https://cdn.sofifa.org/24/18/teams/1906.png,https://cdn.sofifa.org/flags/34.png,240679,T. Koopmeiners,Netherlands,57,https://cdn.sofifa.org/48/18/players/240679.png,73,1602,200000.0,1000.0
22,Brisbane Roar,https://cdn.sofifa.org/24/18/teams/111395.png,https://cdn.sofifa.org/flags/195.png,210216,M. Oxborrow,Australia,57,https://cdn.sofifa.org/48/18/players/210216.png,63,1615,140000.0,1000.0
18,Excelsior,https://cdn.sofifa.org/24/18/teams/1971.png,https://cdn.sofifa.org/flags/34.png,239400,M. Afaker,Netherlands,57,https://cdn.sofifa.org/48/18/players/239400.png,73,1368,220000.0,1000.0
20,Swindon Town,https://cdn.sofifa.org/24/18/teams/1934.png,https://cdn.sofifa.org/flags/14.png,229930,K. Knoyle,England,57,https://cdn.sofifa.org/48/18/players/229930.png,68,1444,160000.0,2000.0
27,F.C. Tokyo,https://cdn.sofifa.org/24/18/teams/101150.png,https://cdn.sofifa.org/flags/163.png,216620,S. Tanabe,Japan,57,https://cdn.sofifa.org/48/18/players/216620.png,57,1660,90000.0,2000.0
32,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,https://cdn.sofifa.org/flags/25.png,165932,D. Pender,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/165932.png,57,1570,60000.0,1000.0
19,La Equidad,https://cdn.sofifa.org/24/18/teams/112523.png,https://cdn.sofifa.org/flags/56.png,234286,N. Barona,Colombia,57,https://cdn.sofifa.org/48/18/players/234286.png,70,1409,190000.0,1000.0
19,1. FC Kaiserslautern,https://cdn.sofifa.org/24/18/teams/29.png,https://cdn.sofifa.org/flags/21.png,239662,D. Tomi?,Germany,57,https://cdn.sofifa.org/48/18/players/239662.png,70,1389,190000.0,1000.0
21,Stevenage,https://cdn.sofifa.org/24/18/teams/361.png,https://cdn.sofifa.org/flags/35.png,225583,D. Gorman,Northern Ireland,57,https://cdn.sofifa.org/48/18/players/225583.png,66,1637,160000.0,2000.0
17,Chacarita Juniors,https://cdn.sofifa.org/24/18/teams/110405.png,https://cdn.sofifa.org/flags/52.png,240687,L. Lescano,Argentina,57,https://cdn.sofifa.org/48/18/players/240687.png,77,1412,210000.0,1000.0
26,Bray Wanderers,https://cdn.sofifa.org/24/18/teams/838.png,https://cdn.sofifa.org/flags/25.png,202800,J. Sullivan,Republic of Ireland,57,https://cdn.sofifa.org/48/18/players/202800.png,59,1466,100000.0,1000.0
19,1. FC Kaiserslautern,https://cdn.sofifa.org/24/18/teams/29.png,https://cdn.sofifa.org/flags/1.png,239664,V. Mustafa,Albania,57,https://cdn.sofifa.org/48/18/players/239664.png,69,1315,180000.0,1000.0
19,HJK Helsinki,https://cdn.sofifa.org/24/18/teams/100325.png,https://cdn.sofifa.org/flags/17.png,234290,A. Halme,Finland,57,https://cdn.sofifa.org/48/18/players/234290.png,68,1223,150000.0,1000.0
21,Newell's Old Boys,https://cdn.sofifa.org/24/18/teams/110396.png,https://cdn.sofifa.org/flags/52.png,231219,B. Rivero,Argentina,57,https://cdn.sofifa.org/48/18/players/231219.png,67,1533,150000.0,2000.0
19,Werder Bremen II,https://cdn.sofifa.org/24/18/teams/110694.png,https://cdn.sofifa.org/flags/21.png,239668,J. Vollert,Germany,57,https://cdn.sofifa.org/48/18/players/239668.png,69,1548,160000.0,1000.0
24,IFK Norrköping,https://cdn.sofifa.org/24/18/teams/702.png,https://cdn.sofifa.org/flags/46.png,220981,J. Vall,Sweden,57,https://cdn.sofifa.org/48/18/players/220981.png,62,1670,120000.0,1000.0
21,Carpi,https://cdn.sofifa.org/24/18/teams/112409.png,https://cdn.sofifa.org/flags/27.png,225333,S. Hraiech,Italy,57,https://cdn.sofifa.org/48/18/players/225333.png,64,1407,150000.0,1000.0
24,FC Helsingør,https://cdn.sofifa.org/24/18/teams/113720.png,https://cdn.sofifa.org/flags/13.png,239157,A. Holst,Denmark,57,https://cdn.sofifa.org/48/18/players/239157.png,60,1442,130000.0,1000.0
24,Wis?a P?ock,https://cdn.sofifa.org/24/18/teams/1569.png,https://cdn.sofifa.org/flags/37.png,234807,M. Kryczka,Poland,57,https://cdn.sofifa.org/48/18/players/234807.png,61,840,100000.0,1000.0
24,Dundee FC,https://cdn.sofifa.org/24/18/teams/180.png,https://cdn.sofifa.org/flags/18.png,235575,F. El Bakhtaoui,France,57,https://cdn.sofifa.org/48/18/players/235575.png,64,1393,150000.0,1000.0
18,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/14.png,236599,S. Shashoua,England,57,https://cdn.sofifa.org/48/18/players/236599.png,75,1386,210000.0,6000.0
